Crop,State,Season,Area,Rainfall,Temperature,Humidity,Soil pH,Nitrogen,Phosphorus,Potassium,Fertilizer,Yield
Cotton,Punjab,Rabi,11.89,1218.5,34.4,69.3,6.85,119.5,57.9,135.0,57.8,2.73
Maize,Madhya Pradesh,Rabi,1.81,250.0,35.1,79.7,7.67,119.4,36.0,109.2,200.9,4.34
Wheat,Andhra Pradesh,Zaid,9.32,570.3,30.5,66.4,6.17,164.0,64.4,117.1,220.4,4.15
Rice,Tamil Nadu,Rabi,6.49,678.8,22.8,66.9,5.48,78.3,38.6,76.4,20.0,4.41
Groundnut,Maharashtra,Zaid,4.0,494.6,30.0,74.2,6.31,169.9,59.1,124.2,150.1,2.71
Sugarcane,Maharashtra,Kharif,1.59,948.7,24.3,73.1,7.46,190.9,52.4,110.2,125.0,91.25
Potato,Andhra Pradesh,Kharif,3.13,582.0,35.4,57.0,6.45,158.1,65.4,75.9,205.8,25.88
Rice,Tamil Nadu,Rabi,6.38,992.7,21.4,93.6,7.34,103.7,43.0,93.1,209.5,4.63
Pulses,Madhya Pradesh,Kharif,2.03,579.1,28.3,64.4,5.65,78.2,51.7,100.4,231.8,1.72
Sugarcane,Uttar Pradesh,Rabi,8.12,1396.8,31.8,59.5,6.33,97.9,26.2,124.8,205.9,93.85
Groundnut,Punjab,Zaid,1.08,434.1,30.5,56.6,7.11,111.5,44.7,,256.7,2.88
Potato,Haryana,Zaid,4.84,590.4,19.7,70.0,6.1,132.4,69.1,69.8,56.3,25.46
Groundnut,West Bengal,Kharif,2.85,743.0,16.4,60.9,5.94,152.5,44.9,110.1,41.2,2.93
Rice,Haryana,Rabi,6.01,1166.5,26.4,72.4,5.24,127.3,65.3,,61.7,4.87
Maize,Gujarat,Kharif,5.18,978.2,26.2,65.4,6.29,175.6,51.6,58.2,75.2,5.09
Wheat,Punjab,Zaid,1.04,794.2,32.6,52.9,7.02,122.1,59.8,52.8,105.3,4.26
Potato,Karnataka,Kharif,4.85,1140.5,24.5,67.3,7.55,133.8,51.7,44.5,207.3,25.98
Sugarcane,Punjab,Zaid,1.21,1043.5,36.0,63.4,7.03,96.3,47.7,91.8,112.7,85.44
Sugarcane,Maharashtra,Kharif,3.57,1021.1,28.1,54.9,7.32,160.9,67.2,30.0,107.7,105.25
Wheat,West Bengal,Kharif,6.51,619.7,35.5,77.0,6.14,143.5,46.1,169.0,104.5,4.56
Potato,Madhya Pradesh,Rabi,0.99,364.5,30.4,61.5,6.6,140.9,38.0,94.1,100.5,24.47
Pulses,West Bengal,Kharif,3.97,1063.0,34.4,90.2,6.01,217.4,76.7,108.1,179.6,1.85
Wheat,Uttar Pradesh,Rabi,1.43,779.3,37.4,56.0,6.3,100.6,52.1,111.1,61.2,4.02
Groundnut,Uttar Pradesh,Kharif,5.52,1098.7,27.9,95.0,5.85,115.4,41.1,,196.7,3.2
Pulses,Andhra Pradesh,Rabi,1.65,581.1,22.1,67.7,6.99,94.3,67.9,103.2,123.5,1.73
Cotton,Maharashtra,Kharif,9.59,972.3,30.8,94.6,6.76,161.6,36.3,161.3,30.3,2.53
Groundnut,Haryana,Rabi,4.03,1395.5,20.7,81.4,7.12,155.3,74.3,56.5,68.4,2.71
Maize,Madhya Pradesh,Zaid,4.25,798.5,30.2,74.1,7.04,155.3,23.0,110.5,101.5,3.89
Cotton,Andhra Pradesh,Zaid,8.27,713.3,22.4,66.2,5.75,137.9,39.2,106.0,202.0,2.43
Maize,Maharashtra,Rabi,1.27,537.8,24.9,75.2,6.6,106.8,56.2,112.9,178.0,4.78
Maize,Punjab,Kharif,5.86,587.3,24.7,54.0,5.87,137.4,40.9,143.0,83.9,5.42
Wheat,Maharashtra,Kharif,6.13,1336.0,23.4,88.1,6.62,100.1,46.5,111.1,61.5,3.78
Potato,West Bengal,Rabi,0.51,326.3,31.8,79.1,6.11,114.8,27.2,69.1,173.6,26.15
Rice,Gujarat,Kharif,4.83,980.9,29.3,60.5,6.11,123.4,61.1,179.2,135.8,4.84
Rice,Haryana,Rabi,2.82,663.3,33.0,79.5,5.61,78.5,65.9,171.1,76.9,4.81
Sugarcane,Uttar Pradesh,Rabi,7.98,878.1,27.5,65.8,6.84,159.0,52.0,118.7,168.0,107.37
Rice,Tamil Nadu,Rabi,4.39,924.8,31.4,68.9,6.06,157.0,48.7,98.8,133.0,4.59
Pulses,Madhya Pradesh,Kharif,5.51,632.8,28.3,69.7,7.04,60.9,32.9,162.4,73.0,1.64
Maize,Haryana,Zaid,2.09,867.1,29.8,56.3,5.78,98.7,51.7,103.7,210.6,5.19
Maize,Madhya Pradesh,Zaid,2.59,637.8,30.7,84.0,6.52,108.6,62.7,93.1,108.4,4.05
Maize,West Bengal,Kharif,3.82,955.4,24.6,62.3,7.19,174.6,24.0,104.2,152.6,4.98
Sugarcane,Maharashtra,Zaid,5.53,1277.7,32.6,81.6,6.23,136.4,56.9,33.4,29.9,83.73
Pulses,Maharashtra,Zaid,3.42,892.8,25.7,64.2,6.64,103.9,52.5,89.7,89.9,1.61
Cotton,Haryana,Kharif,5.22,1054.4,28.4,69.8,6.22,178.1,51.5,111.5,85.1,2.91
Maize,Gujarat,Kharif,1.96,817.2,30.3,74.5,5.72,166.0,61.2,111.5,137.5,4.85
Potato,Tamil Nadu,Kharif,0.69,589.6,23.3,90.1,7.15,95.4,62.1,107.8,139.3,26.32
Sugarcane,Uttar Pradesh,Rabi,8.38,1378.9,27.5,48.8,4.8,109.0,21.0,111.3,227.4,103.71
Cotton,Uttar Pradesh,Zaid,3.33,655.8,30.5,79.4,6.52,80.1,21.5,54.5,20.0,2.42
Potato,Gujarat,Rabi,2.87,832.3,36.8,88.1,6.83,99.6,44.8,107.0,183.9,27.12
Cotton,Maharashtra,Zaid,6.08,632.2,19.5,64.9,7.17,131.1,40.5,79.7,144.4,2.11
Wheat,Madhya Pradesh,Zaid,3.03,803.2,37.7,69.8,7.08,146.2,64.1,186.4,152.3,4.12
Wheat,Andhra Pradesh,Kharif,9.6,1025.2,32.9,48.9,6.88,98.6,78.1,126.8,111.0,4.56
Pulses,Andhra Pradesh,Kharif,5.44,1114.3,24.0,56.3,6.71,92.1,62.4,153.1,126.9,1.89
Wheat,Haryana,Rabi,3.55,835.6,24.9,71.0,6.34,148.2,93.4,30.7,206.4,4.97
Groundnut,Andhra Pradesh,Zaid,4.71,616.4,21.0,58.6,7.92,72.0,74.1,121.1,125.8,2.49
Pulses,Tamil Nadu,Rabi,2.62,1006.0,30.2,69.3,6.31,75.5,49.5,132.1,20.0,1.67
Maize,Tamil Nadu,Zaid,5.57,1201.6,34.7,54.1,7.23,165.7,49.2,111.4,224.9,4.86
Pulses,West Bengal,Kharif,6.68,1021.6,24.8,86.1,7.18,137.1,60.7,121.8,87.2,1.81
Pulses,Punjab,Kharif,3.02,871.6,23.0,65.8,6.77,160.3,59.6,37.2,,2.12
Potato,Andhra Pradesh,Kharif,2.09,551.0,25.3,52.6,6.05,174.1,77.7,88.9,177.2,27.96
Sugarcane,Tamil Nadu,Kharif,3.93,1240.6,,64.5,7.38,150.3,43.6,107.0,142.1,103.53
Maize,Haryana,Zaid,1.92,684.5,28.5,83.1,7.33,57.4,55.0,89.9,204.3,4.49
Maize,Haryana,Rabi,5.23,1024.3,25.8,45.0,6.91,140.5,51.8,128.7,77.9,6.03
Sugarcane,Punjab,Rabi,8.69,1047.9,29.3,63.9,7.58,113.6,29.8,68.2,60.5,107.44
Wheat,Punjab,Kharif,3.15,755.0,29.2,66.5,7.2,102.6,55.1,79.9,172.7,4.64
Potato,Maharashtra,Zaid,3.72,610.8,32.9,79.0,7.02,174.7,94.2,156.1,62.1,25.21
Potato,Gujarat,Kharif,2.03,362.7,22.7,56.4,6.99,148.2,56.2,81.1,158.1,26.41
Rice,Tamil Nadu,Zaid,5.78,695.5,30.7,67.1,8.2,56.8,66.6,101.5,61.0,3.89
Maize,Haryana,Kharif,6.69,616.5,23.1,65.3,6.05,138.8,54.6,128.2,187.0,5.51
Pulses,Tamil Nadu,Kharif,2.35,1015.4,25.8,68.4,7.44,200.4,45.4,100.2,178.5,1.8
Cotton,Andhra Pradesh,Kharif,10.97,558.7,28.8,67.1,8.2,160.3,71.6,121.1,139.8,2.4
Rice,Maharashtra,Kharif,7.09,1167.9,34.9,71.9,7.23,97.9,85.9,164.3,184.7,4.27
Pulses,Madhya Pradesh,Kharif,3.58,440.8,19.4,65.9,6.4,145.2,39.0,147.2,198.8,1.87
Rice,Haryana,Zaid,6.67,408.2,32.9,55.2,6.79,98.0,86.3,179.5,,4.75
Groundnut,Haryana,Zaid,5.54,776.1,24.0,77.9,7.26,111.1,47.9,103.1,172.2,2.88
Groundnut,Karnataka,Zaid,1.74,870.0,25.2,69.6,6.43,132.0,75.1,,48.0,2.7
Potato,Gujarat,Zaid,3.17,1139.0,32.5,71.3,6.96,93.8,77.2,39.7,113.7,23.16
Potato,Maharashtra,Kharif,3.24,739.8,32.7,90.7,6.27,145.6,50.4,128.5,,29.47
Cotton,Uttar Pradesh,Kharif,9.86,910.8,27.0,62.5,7.03,113.6,62.8,136.6,210.9,2.96
Pulses,Uttar Pradesh,Zaid,1.91,1659.6,21.2,59.6,7.21,174.9,92.5,140.5,20.0,1.61
Maize,Haryana,Zaid,6.48,718.3,28.9,63.5,5.41,74.2,62.3,140.6,145.0,4.98
Maize,Tamil Nadu,Rabi,5.85,1197.9,27.0,67.9,7.64,137.8,42.8,119.9,162.3,5.16
Maize,Tamil Nadu,Rabi,6.03,379.4,25.6,74.6,7.02,192.4,57.5,103.1,81.1,5.1
Maize,Tamil Nadu,Kharif,1.9,925.8,25.8,49.3,6.62,100.5,65.4,119.6,131.8,5.07
Sugarcane,Punjab,Kharif,4.56,966.6,22.4,68.8,6.79,118.6,47.2,103.1,177.5,112.09
Rice,West Bengal,Zaid,4.9,702.5,24.3,67.7,7.11,118.2,70.9,118.0,202.4,4.1
Wheat,Madhya Pradesh,Kharif,1.26,557.7,35.1,73.6,7.51,126.7,59.2,168.4,73.7,4.25
Pulses,Tamil Nadu,Zaid,1.76,624.4,37.4,72.9,6.84,123.8,56.4,42.1,189.0,1.5
Wheat,Karnataka,Rabi,9.89,802.4,23.0,70.8,7.77,169.8,32.1,114.1,218.8,3.96
Sugarcane,Uttar Pradesh,Kharif,4.2,633.9,38.6,73.8,6.0,152.1,17.3,109.4,217.2,101.74
Maize,Karnataka,Zaid,1.61,647.2,23.0,64.5,7.73,153.9,92.1,57.7,188.5,4.57
Sugarcane,Gujarat,Zaid,6.63,655.8,,76.7,7.14,142.7,36.3,98.0,188.9,101.3
Groundnut,Madhya Pradesh,Kharif,3.0,1430.6,35.1,77.8,4.8,52.6,42.2,82.5,133.5,2.42
Groundnut,Haryana,Rabi,1.79,770.5,18.1,68.6,6.86,90.1,67.2,107.1,136.0,2.97
Groundnut,Tamil Nadu,Rabi,4.21,775.5,33.1,69.2,7.79,133.9,41.4,68.9,121.2,2.75
Groundnut,Madhya Pradesh,Zaid,4.64,1157.5,20.4,60.8,5.81,90.1,,52.2,165.5,2.24
Groundnut,Haryana,Rabi,3.45,1391.3,29.7,76.8,7.2,145.5,53.9,84.3,136.5,3.18
Cotton,Karnataka,Rabi,6.53,889.3,25.0,69.6,6.01,176.6,40.6,67.9,254.5,2.7
Sugarcane,Madhya Pradesh,Zaid,1.5,1213.2,25.7,40.3,6.7,167.3,33.2,107.3,217.0,89.12
Rice,Gujarat,Rabi,5.5,1289.4,28.7,49.5,7.16,168.9,72.9,144.0,124.5,
Sugarcane,Karnataka,Rabi,6.55,,28.6,69.6,6.95,130.4,50.8,71.5,60.0,95.17
Groundnut,Andhra Pradesh,Zaid,2.89,665.2,20.8,47.4,5.03,197.6,53.6,60.2,136.6,2.41
Cotton,West Bengal,Rabi,10.96,1027.6,30.0,59.4,6.86,65.1,74.6,67.3,177.2,2.69
Cotton,Maharashtra,Rabi,11.91,,24.0,79.6,6.83,114.7,54.4,172.4,266.4,2.6
Maize,Uttar Pradesh,Rabi,6.26,775.4,34.0,69.3,6.19,121.1,41.5,53.6,144.5,4.85
Sugarcane,Tamil Nadu,Rabi,8.5,699.7,31.6,66.8,6.33,114.6,90.7,65.8,20.0,89.7
Groundnut,Uttar Pradesh,Kharif,5.05,1041.9,25.2,57.9,6.99,128.6,62.6,57.0,103.8,3.03
Wheat,Madhya Pradesh,Kharif,9.07,1005.9,29.6,59.3,6.94,99.6,67.4,81.7,65.8,4.27
Potato,Maharashtra,Zaid,2.38,1199.7,33.7,42.7,7.29,75.2,67.0,134.4,68.3,21.33
Pulses,Karnataka,Zaid,1.91,807.1,21.1,75.2,7.31,182.5,60.1,138.6,58.4,1.53
Wheat,Gujarat,Rabi,8.11,1245.6,27.6,84.5,7.41,55.0,33.3,167.0,103.7,4.5
Wheat,Uttar Pradesh,Rabi,3.69,592.9,19.7,71.4,5.45,166.2,51.5,83.5,140.4,4.08
Maize,Madhya Pradesh,Zaid,4.34,699.0,21.3,86.8,6.26,81.6,19.6,77.5,131.9,4.53
Maize,West Bengal,Rabi,3.63,1138.6,17.8,95.0,6.79,87.3,67.0,124.6,105.5,5.01
Groundnut,Andhra Pradesh,Kharif,4.07,603.6,25.6,49.7,6.16,81.6,62.6,111.5,58.0,2.88
Groundnut,Uttar Pradesh,Kharif,2.41,710.6,29.1,84.7,8.1,191.9,77.9,154.7,187.6,3.25
Maize,Uttar Pradesh,Rabi,5.32,577.3,25.2,71.2,7.34,90.2,65.7,101.3,213.3,5.82
Wheat,Maharashtra,Rabi,9.47,835.8,20.7,45.9,6.48,151.3,68.1,144.8,276.5,4.29
Potato,West Bengal,Zaid,0.64,1213.0,29.9,63.2,6.59,119.7,46.6,111.3,160.9,28.23
Groundnut,Maharashtra,Kharif,4.49,918.4,25.5,66.1,6.02,,99.4,82.9,138.2,2.77
Wheat,Uttar Pradesh,Zaid,4.75,900.4,,64.9,7.01,101.5,87.5,118.3,41.8,3.87
Rice,West Bengal,Kharif,3.35,702.7,24.3,76.0,7.46,156.5,59.1,88.9,129.1,5.11
Maize,Punjab,Rabi,4.12,748.4,19.5,68.8,6.55,161.0,62.8,81.2,131.0,5.9
Wheat,West Bengal,Kharif,4.26,1360.3,36.6,72.9,7.13,200.1,55.9,76.9,71.5,4.43
Groundnut,Haryana,Kharif,5.25,971.0,26.7,51.6,6.57,114.9,45.0,134.7,169.7,3.06
Groundnut,Uttar Pradesh,Kharif,4.92,1427.5,32.8,77.2,7.9,104.5,26.9,121.0,113.2,2.86
Rice,Uttar Pradesh,Kharif,2.75,747.8,25.6,68.7,,118.3,71.3,71.9,97.4,4.68
Pulses,Maharashtra,Zaid,1.13,979.8,28.5,35.4,7.05,129.9,57.6,51.5,195.3,1.56
Rice,Madhya Pradesh,Rabi,6.81,684.0,30.6,78.0,6.74,225.8,33.4,122.8,82.4,4.05
Groundnut,Andhra Pradesh,Zaid,4.63,338.9,19.7,60.8,6.3,134.3,84.6,83.9,49.7,2.42
Sugarcane,Tamil Nadu,Rabi,1.88,978.0,29.4,78.1,6.15,124.8,15.0,79.3,139.3,102.28
Maize,West Bengal,Kharif,3.68,1135.7,21.2,56.3,5.22,161.2,54.9,78.5,156.2,5.11
Rice,Tamil Nadu,Kharif,2.28,707.6,28.9,83.3,7.45,58.0,48.2,73.2,159.7,4.29
Cotton,Karnataka,Rabi,10.63,1174.7,29.8,69.8,5.61,138.3,29.8,114.0,209.9,2.36
Maize,Maharashtra,Kharif,3.26,973.4,30.6,74.0,7.68,168.9,62.1,138.5,150.0,4.65
Sugarcane,Gujarat,Kharif,2.83,897.1,23.6,35.2,6.23,110.0,21.3,89.5,171.3,97.73
Wheat,Karnataka,Rabi,6.1,,25.4,82.4,7.63,155.8,43.8,78.3,59.2,3.85
Groundnut,Andhra Pradesh,Rabi,4.04,496.5,29.9,80.9,6.81,50.5,69.0,122.4,261.1,2.72
Potato,West Bengal,Rabi,1.95,439.2,30.3,74.5,6.34,134.8,41.2,92.8,144.4,26.48
Cotton,Karnataka,Rabi,7.31,835.6,27.0,43.6,7.64,144.5,63.5,114.5,94.7,2.61
Wheat,Andhra Pradesh,Zaid,6.42,1121.1,28.6,95.0,5.4,150.3,58.0,176.9,125.4,3.91
Wheat,Maharashtra,Kharif,6.27,445.9,29.7,51.2,6.59,91.3,86.3,97.7,191.8,4.21
Maize,Haryana,Rabi,5.76,1060.6,24.4,42.5,7.91,92.5,24.3,107.8,155.1,5.61
Maize,Madhya Pradesh,Zaid,3.07,751.6,30.7,63.5,7.23,83.6,78.6,74.2,117.2,4.9
Rice,Haryana,Zaid,2.86,1259.6,27.7,63.9,5.66,115.7,72.4,135.7,113.5,4.39
Pulses,Andhra Pradesh,Kharif,2.32,1357.1,23.3,72.3,7.19,123.8,48.0,103.6,115.6,1.79
Maize,Punjab,Rabi,3.02,1436.9,19.6,55.4,7.68,179.8,,104.3,109.5,4.72
Rice,Maharashtra,Zaid,4.22,996.3,31.7,54.7,,92.5,23.7,130.6,181.9,4.22
Groundnut,West Bengal,Rabi,1.11,1236.2,21.0,59.0,6.43,57.3,108.5,98.3,86.7,2.73
Wheat,Haryana,Rabi,8.5,1288.3,25.3,69.9,6.6,143.4,27.1,44.2,39.2,4.15
Wheat,Andhra Pradesh,Zaid,3.73,932.8,30.5,76.6,6.78,93.7,56.5,144.4,154.5,3.88
Wheat,Maharashtra,Rabi,2.76,512.1,25.5,67.5,6.7,103.4,94.0,76.0,,4.16
Maize,Gujarat,Rabi,6.41,277.2,23.1,60.7,8.11,102.7,65.6,125.0,162.8,5.58
Cotton,Uttar Pradesh,Zaid,4.23,846.0,31.9,67.5,6.5,154.7,41.6,105.0,238.5,2.54
Wheat,Gujarat,Rabi,1.12,1626.1,27.7,59.6,6.88,196.4,63.6,70.9,149.1,3.97
Rice,Haryana,Kharif,1.16,987.8,30.5,73.4,7.61,115.3,51.3,55.0,53.8,4.95
Wheat,Maharashtra,Rabi,4.13,839.7,17.7,74.6,7.34,152.1,20.2,138.9,55.3,3.99
Potato,Karnataka,Zaid,1.54,557.6,35.1,66.6,7.66,70.8,46.3,110.4,206.7,23.8
Groundnut,Punjab,Kharif,5.79,809.9,37.6,64.9,6.68,103.2,44.5,98.4,119.7,2.88
Pulses,Tamil Nadu,Zaid,5.28,1053.9,29.7,81.0,5.67,157.4,37.4,89.9,90.3,1.61
Rice,Tamil Nadu,Kharif,1.84,907.4,17.6,79.5,6.29,131.6,65.2,98.1,209.4,4.72
Potato,Madhya Pradesh,Zaid,1.02,854.5,23.9,66.2,7.23,232.9,67.5,69.1,111.0,24.33
Maize,Haryana,Rabi,1.61,393.5,32.1,61.2,6.11,173.0,51.8,54.5,110.9,5.1
Sugarcane,Karnataka,Zaid,6.67,250.0,35.9,59.1,5.43,128.5,56.1,,131.9,88.35
Cotton,Maharashtra,Zaid,3.68,366.4,21.8,65.2,5.87,170.2,61.0,91.3,279.7,2.4
Groundnut,Tamil Nadu,Rabi,1.69,1410.4,34.6,72.8,6.21,64.6,75.6,90.3,227.7,2.74
Wheat,Tamil Nadu,Zaid,1.4,534.4,24.3,78.2,6.15,218.3,19.0,128.4,142.8,3.81
Sugarcane,Andhra Pradesh,Kharif,1.8,1174.5,27.7,75.3,7.32,40.0,75.6,76.5,143.5,91.15
Pulses,West Bengal,Zaid,1.62,804.4,19.2,88.3,6.65,133.2,84.2,76.1,144.1,1.51
Pulses,Haryana,Rabi,3.31,1118.1,37.0,64.6,8.08,173.9,46.6,110.7,120.7,1.79
Potato,Uttar Pradesh,Zaid,4.01,926.8,31.7,49.3,6.12,120.9,58.7,32.5,251.8,25.27
Wheat,Gujarat,Zaid,4.27,800.3,28.0,66.5,5.93,143.5,84.0,125.0,169.5,4.05
Cotton,Haryana,Zaid,4.56,788.4,27.1,73.5,5.4,109.4,52.1,111.6,115.2,2.47
Cotton,Gujarat,Zaid,9.55,,25.5,67.5,6.43,147.9,65.6,30.0,180.5,2.34
Pulses,Tamil Nadu,Zaid,3.88,945.0,27.1,47.0,6.89,124.8,31.2,99.3,148.3,1.64
Rice,Karnataka,Kharif,2.91,649.8,29.6,73.7,5.32,58.0,26.2,85.9,154.7,4.24
Wheat,Maharashtra,Kharif,5.83,598.1,27.8,88.3,8.03,55.7,53.1,68.4,140.6,3.63
Cotton,Maharashtra,Zaid,8.79,783.9,29.1,31.5,6.38,210.4,87.4,142.7,202.9,2.61
Pulses,Haryana,Rabi,2.53,705.5,29.1,41.4,7.26,141.5,,140.4,209.1,1.82
Sugarcane,Punjab,Zaid,1.91,907.6,25.7,67.6,6.58,104.7,30.4,90.5,95.5,94.1
Potato,Tamil Nadu,Kharif,3.18,734.1,27.2,82.0,7.17,121.9,57.8,91.6,151.4,27.82
Sugarcane,West Bengal,Kharif,8.36,687.5,31.3,68.0,7.37,93.1,60.8,76.2,213.3,96.15
Cotton,West Bengal,Kharif,7.57,1168.8,29.6,84.2,6.41,122.5,42.7,91.3,136.6,2.48
Rice,Madhya Pradesh,Rabi,1.74,250.0,22.6,58.9,8.03,183.9,45.9,93.6,28.0,4.06
Pulses,Maharashtra,Kharif,5.84,1120.5,20.9,93.0,6.65,76.9,77.2,151.2,103.0,1.74
Maize,Andhra Pradesh,Rabi,4.37,1124.2,31.7,68.0,8.07,99.2,23.7,30.0,145.3,4.55
Potato,Maharashtra,Zaid,1.1,865.5,28.2,54.3,7.11,191.7,85.6,118.7,144.9,24.05
Wheat,Andhra Pradesh,Rabi,4.24,1230.2,31.0,72.0,5.4,172.2,52.5,156.1,57.6,4.24
Pulses,Haryana,Kharif,1.48,815.3,28.9,79.6,6.48,76.9,81.8,98.1,,2.04
Rice,Maharashtra,Zaid,6.76,1326.7,20.5,43.0,6.67,106.2,52.4,61.1,187.3,4.12
Wheat,Andhra Pradesh,Rabi,4.86,550.2,30.0,69.9,7.22,172.2,36.1,45.3,97.2,4.01
Sugarcane,Tamil Nadu,Zaid,2.56,924.6,32.4,78.6,7.05,49.2,24.6,114.1,104.8,89.13
Wheat,Uttar Pradesh,Rabi,2.05,1154.4,31.4,67.8,6.51,117.2,70.0,155.8,63.4,4.52
Pulses,Tamil Nadu,Zaid,5.19,250.0,32.4,64.0,7.99,129.5,75.7,58.1,138.8,1.54
Rice,Karnataka,Zaid,2.19,748.0,37.5,69.9,6.59,175.8,41.0,105.4,83.4,3.83
Wheat,Punjab,Kharif,3.74,732.8,32.4,66.4,7.52,113.3,36.0,150.2,157.8,4.84
Pulses,Karnataka,Kharif,2.26,1229.1,23.1,87.2,6.79,104.2,38.5,95.2,228.6,1.66
Rice,Haryana,Zaid,6.29,672.2,20.8,57.3,5.92,118.5,35.1,170.3,148.3,4.47
Potato,Haryana,Rabi,0.68,839.0,26.7,75.7,6.13,151.6,73.1,106.9,145.7,27.17
Rice,Karnataka,Kharif,4.29,250.0,29.2,58.1,7.29,126.5,30.5,79.2,88.6,4.45
Maize,Punjab,Kharif,5.51,844.3,24.3,47.9,5.63,97.3,64.8,139.3,152.2,5.8
Potato,Maharashtra,Rabi,4.58,828.7,24.4,46.7,5.03,210.7,47.1,95.4,131.6,23.49
Rice,Punjab,Kharif,4.09,1019.7,24.3,75.1,6.37,145.1,65.2,30.0,137.2,5.12
Wheat,Uttar Pradesh,Kharif,4.11,829.4,37.2,58.9,6.94,122.5,59.5,121.1,170.4,4.7
Groundnut,Haryana,Kharif,1.35,1254.8,28.2,71.0,7.05,117.3,34.1,127.5,191.0,3.07
Wheat,Uttar Pradesh,Zaid,1.64,527.6,32.1,74.1,6.39,108.2,60.3,99.9,111.1,3.7
Wheat,Uttar Pradesh,Kharif,4.31,821.7,19.3,41.8,7.59,126.7,57.4,101.0,149.9,4.17
Groundnut,Haryana,Kharif,4.44,,31.4,48.2,7.34,122.6,38.5,95.7,143.3,3.1
Cotton,Maharashtra,Kharif,5.54,884.1,29.8,71.7,6.23,171.5,34.6,100.8,119.8,2.52
Wheat,Punjab,Zaid,7.01,1070.9,28.1,71.7,6.56,133.4,63.3,143.2,89.0,3.99
Wheat,West Bengal,Zaid,8.79,1015.9,31.7,83.2,5.95,213.3,49.7,78.0,268.4,3.83
Wheat,Punjab,Kharif,6.59,1431.1,28.4,74.9,7.11,138.2,65.7,87.4,155.2,4.66
Rice,Uttar Pradesh,Kharif,3.24,1062.9,27.0,79.8,7.2,156.7,82.9,71.0,201.4,5.29
Potato,Andhra Pradesh,Zaid,0.97,395.4,23.8,54.5,5.74,143.8,77.9,114.1,283.1,26.37
Potato,Punjab,Kharif,1.94,822.6,26.9,71.3,6.99,93.2,73.3,113.0,84.8,29.16
Maize,Madhya Pradesh,Kharif,2.63,682.6,19.4,56.4,7.37,130.8,67.7,148.8,131.8,4.71
Sugarcane,Haryana,Rabi,6.15,996.6,34.5,60.2,8.02,182.3,40.0,64.2,123.6,98.51
Groundnut,Maharashtra,Kharif,5.64,858.6,25.8,72.7,6.67,146.6,46.5,93.1,123.4,2.97
Maize,Tamil Nadu,Zaid,6.26,1342.8,24.3,70.7,7.45,112.2,52.3,,123.0,4.71
Wheat,Uttar Pradesh,Kharif,4.78,1225.9,20.4,86.5,6.43,160.4,30.7,119.1,160.5,4.63
Sugarcane,West Bengal,Kharif,7.07,512.0,25.8,71.8,7.26,145.9,53.3,114.0,220.5,102.01
Potato,Punjab,Zaid,1.51,836.7,29.5,61.5,7.03,170.0,33.0,122.7,70.3,24.79
Rice,Karnataka,Kharif,7.53,707.5,23.2,81.2,6.37,156.9,77.6,109.5,134.5,4.69
Wheat,Andhra Pradesh,Rabi,8.51,906.7,20.7,80.3,7.32,90.7,58.3,59.5,121.7,4.45
Cotton,Gujarat,Kharif,8.35,1212.7,19.9,65.8,8.2,94.2,60.2,107.7,188.7,2.5
Maize,Haryana,Rabi,1.96,807.9,,67.4,5.81,76.2,86.5,96.8,159.2,5.17
Rice,Andhra Pradesh,Kharif,7.93,911.4,22.9,66.7,6.52,143.0,50.2,30.0,179.2,4.58
Pulses,Gujarat,Kharif,4.46,954.1,29.0,69.3,7.53,127.9,15.0,146.4,165.2,1.8
Potato,Madhya Pradesh,Kharif,3.57,846.4,26.7,57.8,5.42,149.0,38.4,96.9,101.0,26.84
Pulses,Haryana,Kharif,6.87,875.4,26.5,59.1,7.43,146.6,44.6,51.7,141.7,2.04
Wheat,Andhra Pradesh,Kharif,6.59,1526.5,30.1,86.9,6.31,114.6,78.0,66.1,65.7,4.3
Wheat,Andhra Pradesh,Rabi,4.0,1097.2,24.4,59.1,6.25,116.4,65.7,123.0,202.8,4.45
Groundnut,Punjab,Rabi,1.1,1098.3,20.0,58.9,6.79,142.1,56.3,97.3,89.5,2.99
Potato,Haryana,Rabi,4.52,788.7,30.3,59.9,6.08,173.0,84.7,153.6,91.3,29.63
Sugarcane,West Bengal,Kharif,6.39,630.4,30.2,57.6,6.35,214.3,52.8,88.7,232.6,101.13
Rice,Madhya Pradesh,Rabi,1.32,1047.6,30.2,68.7,5.82,90.3,62.9,76.3,128.5,4.6
Groundnut,Karnataka,Kharif,4.42,1060.7,24.9,70.6,6.32,84.9,32.2,59.9,110.4,2.82
Pulses,Gujarat,Rabi,1.11,1087.8,17.1,88.1,6.94,92.9,65.1,76.6,132.6,1.61
Sugarcane,Madhya Pradesh,Zaid,1.66,1295.6,35.0,54.8,5.49,130.6,89.0,81.6,102.2,75.19
Groundnut,Madhya Pradesh,Rabi,5.3,997.2,28.9,58.5,6.72,175.1,47.7,56.2,138.0,2.83
Pulses,Punjab,Zaid,3.52,631.9,34.6,43.6,6.1,184.8,58.6,66.8,67.7,1.75
Cotton,Madhya Pradesh,Zaid,4.3,710.7,33.5,68.6,6.69,101.9,55.2,95.2,157.6,2.31
